wallet_address,winrate,all_pnl,avatar,avg_holding_peroid,balance,buy,buy_30d,buy_7d,ens,eth_balance,followers_count,history_bought_cost,is_contract,last_active_timestamp,name,pnl,pnl_2x_5x_num,pnl_30d,pnl_7d,pnl_gt_5x_num,pnl_lt_2x_num,pnl_lt_minus_dot5_num,pnl_minus_dot5_0x_num,profit_num,realized_profit,realized_profit_30d,realized_profit_7d,refresh_requested_at,risk,risk_fast_tx,risk_fast_tx_ratio,risk_no_buy_hold,risk_no_buy_hold_ratio,risk_sell_pass_buy,risk_sell_pass_buy_ratio,risk_token_active,risk_token_honeypot,risk_token_honeypot_ratio,sell,sell_30d,sell_7d,sol_balance,tag_rank_fresh_wallet,tags,token_avg_cost,token_num,token_sold_avg_profit,total_profit,total_profit_pnl,total_value,trx_balance,twitter_bind,twitter_fans_num,twitter_name,twitter_username,unrealized_pnl,unrealized_profit,updated_at
6VBWNKezNFrVz9jCh5qrUXz8ZoySLEZvpyBHLqF9R28Y,100.00%,16.59%,,"0 days, 4 hours, 5 minutes, 40 seconds",5.15604214000000000000,31,31,31,,5.15604214000000000000,0,"$1,225.47",False,2025-01-29 15:02:19,,16.59%,0.00%,16.59%,16.59%,0.00%,500.00%,200.00%,0.00%,$5.00,$509.50,$509.50,$509.50,,,0,0.00%,1,12.50%,0,0.00%,7,0,0.00%,30,30,30,5.15604214000000000000,,[],$175.07,7,$0.27,"$1,681.43",51.48%,"$1,367.52",5.15604214000000000000,False,0,,,34.70%,"$1,171.93",2025-01-29 15:02:19
FW2PJkHDm9HpVcnR2MKbP2urd8u2buJQkQWogxnw7Fja,53.85%,-1.86%,,"1 days, 22 hours, 32 minutes, 39 seconds",0.62230223100000000000,157,173,157,,0.62230223100000000000,0,"$7,417.27",False,2025-01-28 04:21:44,,-1.50%,0.00%,-1.86%,-1.50%,0.00%,700.00%,500.00%,200.00%,$7.00,$-950.76,$-950.76,$-733.35,,,,,,,,,,,,219,227,219,0.62230223100000000000,,['photon'],$529.81,14,$-52.38,"$-1,723.39",-3.02%,"$5,087.68",0.62230223100000000000,False,0,,,-1.34%,$-772.63,2025-01-28 04:21:44
